classifier,dataset,cv-procedure,p,Lustgarten,Nogueira,Jaccard,#features_mean,#features_min,#features_max,acc_train,acc_test,execution_time
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,14)",14,0.7059,0.6808,0.5201,68.6,58,76,0.9813,0.9356,0.849
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,16)",16,0.6689,0.6471,0.4804,67.2667,60,74,0.9812,0.9287,0.8876
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,18)",18,0.6543,0.634,0.4671,66.9,57,74,0.9791,0.9253,0.8871
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,20)",20,0.655,0.629,0.4617,68.0,57,78,0.9806,0.9253,0.8071
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,1)",1,0.9997,0.9818,0.9653,13.8667,12,16,1.0,1.0,0.6766
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,2)",2,0.9605,0.9372,0.8936,14.1,12,18,1.0,0.9986,0.6625
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,3)",3,0.9689,0.9388,0.8907,13.9667,12,17,1.0,1.0,0.6873
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,4)",4,0.9643,0.9302,0.8756,14.2333,12,16,1.0,1.0,0.6785
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,5)",5,0.9668,0.9347,0.8816,13.9,11,16,1.0,0.9986,0.6898
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,6)",6,0.9695,0.9427,0.8963,14.1667,12,17,1.0,1.0,0.7605
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,7)",7,0.9665,0.9385,0.8881,14.1,12,17,1.0,1.0,0.6464
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,8)",8,0.9276,0.8969,0.8263,14.0,11,16,1.0,0.9986,0.7317
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,9)",9,0.9301,0.8829,0.8002,13.7667,11,16,1.0,1.0,0.697
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,10)",10,0.935,0.8914,0.8151,14.6333,12,18,1.0,0.9986,0.6913
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,12)",12,0.9239,0.8761,0.7886,14.4333,10,17,1.0,0.9986,0.6901
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,14)",14,0.8987,0.8614,0.7664,14.7333,13,18,1.0,0.9972,0.7059
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,16)",16,0.9068,0.8747,0.7922,14.2,13,17,1.0,0.9972,0.6575
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,18)",18,0.8901,0.8489,0.749,14.3,12,18,1.0,0.9986,0.6657
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,20)",20,0.9077,0.861,0.7644,14.8519,12,17,1.0,0.9985,0.6685
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,1)",1,0.9824,0.9522,0.9118,17.4333,15,21,1.0,1.0,0.5459
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,2)",2,0.9552,0.9282,0.8691,17.3667,15,22,1.0,1.0,0.5334
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,3)",3,0.9248,0.8869,0.8038,17.7667,15,22,1.0,1.0,0.5429
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,4)",4,0.933,0.8944,0.8164,17.7333,14,22,1.0,1.0,0.534
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,5)",5,0.9058,0.8676,0.7753,17.8667,16,22,1.0,0.9984,0.5601
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,6)",6,0.8847,0.8334,0.7206,17.8333,14,22,1.0,0.9984,0.5382
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,7)",7,0.9007,0.8518,0.7456,17.8,13,23,1.0,1.0,0.5265
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,8)",8,0.8821,0.8404,0.7304,18.5,14,23,1.0,1.0,0.5516
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,9)",9,0.8324,0.7956,0.6685,18.7778,16,22,1.0,0.9982,0.5271
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,10)",10,0.8347,0.7943,0.6642,18.5556,15,23,1.0,0.9982,0.5205
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,12)",12,0.7975,0.7582,0.6141,18.0,14,21,1.0,0.9977,0.534
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,14)",14,0.8396,0.7915,0.6584,18.1667,15,21,1.0,0.9974,0.5115
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,16)",16,0.8128,0.7652,0.6253,18.3889,15,24,1.0,1.0,0.5568
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,18)",18,0.7913,0.7484,0.6008,18.2667,15,21,1.0,0.9968,0.5887
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Leukemia,"trains-p-diff(80,20)",20,0.7957,0.7469,0.5982,18.3333,14,21,1.0,1.0,0.5304
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,1)",1,0.9161,0.8933,0.8252,26.5,21,31,0.9624,0.9427,0.6806
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,2)",2,0.8353,0.802,0.6882,26.5333,22,30,0.9633,0.9387,0.6629
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,3)",3,0.8736,0.8509,0.7515,26.5,22,30,0.9579,0.9867,0.7006
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,4)",4,0.8085,0.7745,0.6459,26.4,20,31,0.9583,0.9813,0.6977
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,5)",5,0.8217,0.7901,0.6634,25.7333,22,31,0.9583,0.988,0.7357
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,6)",6,0.7705,0.7404,0.5982,26.1,18,32,0.959,0.9853,0.6697
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,7)",7,0.7892,0.7496,0.6147,26.4667,21,31,0.9586,0.9827,0.6973
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,8)",8,0.7251,0.6869,0.5357,25.8,18,32,0.9607,0.9693,0.7182
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,9)",9,0.695,0.6596,0.4989,26.0,20,31,0.9607,0.964,0.7498
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,10)",10,0.7196,0.6642,0.5061,25.1333,18,31,0.9607,0.964,0.6674
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,12)",12,0.6845,0.6457,0.4901,24.3667,18,33,0.9614,0.964,0.685
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,14)",14,0.6561,0.6214,0.4583,23.5667,18,28,0.9619,0.96,0.6787
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,16)",16,0.6505,0.6167,0.4538,24.4815,21,33,0.9622,0.9585,0.6731
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,18)",18,0.6187,0.5623,0.3949,23.625,16,31,0.9628,0.9533,0.6822
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,20)",20,0.6195,0.5751,0.4089,23.9167,18,31,0.9637,0.9467,0.6938
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,1)",1,0.9574,0.9053,0.837,11.0333,8,13,0.7893,0.7139,0.1545
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,2)",2,0.9238,0.8492,0.7469,11.3,8,17,0.7923,0.7,0.1533
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,3)",3,0.8506,0.7978,0.6757,11.2667,7,15,0.7923,0.7056,0.179
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,4)",4,0.8643,0.8122,0.6953,11.2333,7,14,0.7963,0.7028,0.1554
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,5)",5,0.8164,0.7466,0.6058,11.8667,8,16,0.7947,0.7042,0.1398
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,6)",6,0.8,0.7347,0.5916,12.4333,8,16,0.7973,0.7,0.1677
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,7)",7,0.7861,0.7281,0.5784,11.6,9,15,0.794,0.7042,0.1655
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,8)",8,0.7693,0.7127,0.5609,11.5667,8,15,0.793,0.7208,0.1422
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,9)",9,0.7865,0.7069,0.555,12.3,9,17,0.7933,0.7194,0.1606
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,10)",10,0.7391,0.6783,0.5185,12.1333,8,16,0.793,0.7097,0.1605
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,12)",12,0.7379,0.6566,0.495,12.2593,8,16,0.7993,0.7191,0.1703
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,14)",14,0.6871,0.6332,0.4717,12.5417,9,16,0.7921,0.7292,0.1499
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,16)",16,0.6754,0.6183,0.4586,12.0952,8,15,0.7919,0.7302,0.1434
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,18)",18,0.6244,0.5611,0.396,11.7778,7,15,0.7833,0.7153,0.1385
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,20)",20,0.6117,0.5788,0.4141,12.5556,9,15,0.7867,0.7083,0.1615
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,1)",1,0.8802,0.8529,0.7588,31.8667,25,40,0.9158,0.8928,0.7551
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,2)",2,0.8105,0.7776,0.6471,31.5,24,39,0.9164,0.8768,0.7412
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,3)",3,0.7736,0.7433,0.6004,31.8,26,40,0.9144,0.8768,0.7101
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,4)",4,0.7561,0.7265,0.5837,31.6667,21,38,0.9158,0.8783,0.7081
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,5)",5,0.7223,0.6915,0.5367,32.8667,26,40,0.9133,0.8623,0.7784
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,6)",6,0.6362,0.6108,0.4503,31.2667,24,43,0.9136,0.8551,0.7269
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,7)",7,0.6708,0.6286,0.4656,31.8667,22,39,0.9153,0.8507,0.7206
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,8)",8,0.6234,0.5979,0.4317,33.1333,28,40,0.9144,0.8551,0.6837
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,9)",9,0.5988,0.5643,0.398,32.5333,22,41,0.9147,0.8565,0.7726
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,10)",10,0.5985,0.5706,0.4067,32.6667,26,39,0.9139,0.8507,0.7184
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,12)",12,0.5493,0.522,0.3588,32.3,24,37,0.9147,0.8725,0.7282
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,14)",14,0.5236,0.4925,0.3327,30.5185,22,38,0.9139,0.8712,0.7312
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,16)",16,0.5136,0.4866,0.3293,31.5,25,36,0.9128,0.8605,0.7308
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,18)",18,0.4957,0.4706,0.3105,31.9524,27,39,0.9111,0.8758,0.6818
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,20)",20,0.4708,0.4481,0.2946,31.9524,25,36,0.9111,0.8737,0.7319
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,1)",1,0.9569,0.9163,0.8635,17.8,14,25,0.9629,0.9087,0.5581
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,2)",2,0.7892,0.7378,0.6029,17.9333,14,22,0.9625,0.8884,0.6081
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,3)",3,0.7665,0.7209,0.571,17.4667,13,24,0.9642,0.8913,0.6044
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,4)",4,0.691,0.6504,0.492,17.7667,14,23,0.9642,0.887,0.5572
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,5)",5,0.6519,0.597,0.4403,17.4667,13,24,0.965,0.8725,0.5524
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,6)",6,0.6315,0.5782,0.4245,16.7,12,22,0.9675,0.8652,0.5707
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,7)",7,0.6336,0.5673,0.4104,16.8333,10,26,0.9658,0.8565,0.5678
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,8)",8,0.6067,0.5647,0.4069,17.5333,14,23,0.9642,0.8884,0.6319
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,9)",9,0.5938,0.5459,0.3814,17.7407,12,25,0.962,0.8824,0.5971
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,10)",10,0.5765,0.5255,0.3632,18.1111,12,23,0.9606,0.8873,0.5997
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,12)",12,0.5335,0.4993,0.3359,18.381,14,23,0.9577,0.94,0.603
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,14)",14,0.4262,0.3941,0.2512,17.7778,13,22,0.9583,0.8865,0.533
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,16)",16,0.395,0.3702,0.2298,17.3889,13,21,0.9681,0.9082,0.5682
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,18)",18,0.3744,0.338,0.2088,15.9333,13,22,0.9708,0.8899,0.5521
"1_SVM_C005 (LinearSVC(C=0.05, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,20)",20,0.4132,0.3788,0.2363,16.4,10,20,0.965,0.9043,0.5392
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,1)",1,0.914,0.9073,0.8371,124.9,113,136,1.0,0.8897,1.307
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,2)",2,0.8706,0.8602,0.7651,125.9,113,138,1.0,0.8966,1.3552
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,3)",3,0.8395,0.825,0.7113,127.2333,115,141,1.0,0.8989,1.3004
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,4)",4,0.7823,0.767,0.6303,126.7667,110,140,1.0,0.9046,1.3813
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,5)",5,0.7847,0.7708,0.6338,129.0,118,141,1.0,0.9138,1.4699
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,6)",6,0.7652,0.7544,0.615,131.6333,119,139,1.0,0.9287,1.4444
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,7)",7,0.7433,0.7306,0.5824,130.6667,118,140,1.0,0.9241,1.4137
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,8)",8,0.7726,0.7544,0.6125,131.3333,115,146,1.0,0.9161,1.354
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,9)",9,0.711,0.6979,0.5419,131.9667,121,142,1.0,0.9149,1.3403
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,10)",10,0.6818,0.6634,0.5027,130.0,111,142,1.0,0.908,1.4297
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,12)",12,0.6679,0.658,0.495,131.3667,121,142,1.0,0.9023,1.4298
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,14)",14,0.6479,0.6327,0.4681,132.3,119,147,1.0,0.9103,1.3897
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,16)",16,0.6172,0.5996,0.4313,130.4333,117,143,1.0,0.9069,1.4371
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,18)",18,0.6103,0.5934,0.4256,130.7667,112,144,1.0,0.9115,1.3843
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Breast,"trains-p-diff(260,20)",20,0.5849,0.5728,0.4065,128.6667,114,138,1.0,0.8908,1.3626
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,1)",1,0.9377,0.9035,0.8291,19.4,17,23,1.0,1.0,0.6257
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,2)",2,0.9017,0.8676,0.7774,19.3667,17,25,1.0,0.9986,0.6035
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,3)",3,0.8786,0.8455,0.7446,20.2333,17,24,1.0,1.0,0.6566
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,4)",4,0.8866,0.849,0.7487,19.0333,15,24,1.0,1.0,0.626
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,5)",5,0.878,0.8396,0.7341,19.8333,16,24,1.0,1.0,0.6473
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,6)",6,0.8694,0.8279,0.7171,20.0,17,26,1.0,1.0,0.6405
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,7)",7,0.8785,0.8357,0.7274,19.9,16,23,1.0,1.0,0.6908
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,8)",8,0.8282,0.7866,0.6563,19.2667,16,26,1.0,0.9986,0.6572
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,9)",9,0.8187,0.7709,0.6407,20.1667,16,26,1.0,1.0,0.6276
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,10)",10,0.8108,0.7764,0.6466,19.9333,17,24,1.0,0.9986,0.6685
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,12)",12,0.8055,0.775,0.6433,20.2333,18,22,1.0,1.0,0.6314
"2_SVM_C035 (LinearSVC(C=0.35, dual=False, max_iter=100000, penalty='l1'))",Colorectal,"trains-p-diff(170,14)",14,0.7947,0.7601,0.6222,19.6333,17,24,1.0,0.9986,0.6382
